No.;Gene name;Score;Oncogene or Tumor Suppresson gene
715;PDGFRB;0.000266819;x
716;NIN;0.000266716;#N/A
717;PRMT6;0.000266598;#N/A
718;ZEB1;0.00026645;#N/A
719;CLU;0.000266402;#N/A
720;SETBP1;0.000266254;x
721;ZNF688;0.000266146;#N/A
722;TNRC6B;0.000265743;#N/A
723;SYNE1;0.000265624;#N/A
724;STAT3;0.000265518;x
725;ITGB1;0.000264759;#N/A
726;ABCC9;0.000264747;#N/A
727;KDM5B;0.00026461;#N/A
728;IL2RB;0.000264286;#N/A
729;TRUB1;0.000263697;#N/A
730;RPS2;0.000263475;#N/A
731;LSM4;0.000263377;#N/A
732;GAB1;0.000263374;x
733;PYHIN1;0.000263323;#N/A
734;PPP2CA;0.000262977;#N/A
735;G3BP1;0.000262908;#N/A
736;ATP5F1E;0.00026277;#N/A
737;CLINT1;0.000262742;#N/A
738;CORO1A;0.000262531;#N/A
739;PPP4C;0.000262381;#N/A
740;RNF181;0.000262191;#N/A
741;SMAD2;0.000262179;x
742;KPNB1;0.000261802;#N/A
743;RBM42;0.000261716;#N/A
744;CD96;0.000261652;#N/A
745;LAPTM5;0.000261451;#N/A
746;TNFRSF1A;0.000261397;#N/A
747;AP2M1;0.000261247;#N/A
748;RRP1;0.000261146;#N/A
749;TP63;0.000261076;x
750;SELPLG;0.000261015;#N/A
751;SEC23A;0.000260959;#N/A
752;NDUFS7;0.00026088;#N/A
753;KIF2C;0.000260759;#N/A
754;CDK9;0.000260514;#N/A
755;CKAP5;0.000260447;#N/A
